order_id,user_id,database_user_id,problem_id,database_problem_id,correct,skill_id,skill_name,ms_first_response,answer_type,attempt_count
33030165,64525,,46794,154,1,533_536_543_539_536,函数与结构体_质数_循环结构_素数_质数,12237,algebra,1
33030204,64525,,46800,156,1,533,函数与结构体,8209,algebra,1
33029934,64525,,46827,165,0,413,字符串,64927,algebra,1
33030180,64525,,46854,174,1,413_534_537,字符串_模拟_搜索,8963,algebra,1
33030103,64525,,46872,180,0,487,数组,11120,algebra,1
33029782,64525,,46899,189,1,487,数组,76226,algebra,1
33029871,64525,,46920,196,1,543,循环结构,39891,algebra,1
35379193,70363,,46797,155,0,533_537_536,函数与结构体_搜索_质数,35218,algebra,1
35303857,70363,,46803,157,0,533_538,函数与结构体_排列组合,18921,algebra,0
35383821,70363,,46806,158,0,533,函数与结构体,31003,algebra,1
35396970,70363,,46815,161,1,413_534,字符串_模拟,27110,algebra,1
35480204,70363,,46824,164,1,413_534,字符串_模拟,16659,algebra,1
35480008,70363,,46830,166,0,413_534,字符串_模拟,37238,algebra,0
35396622,70363,,46842,170,1,413_534_541,字符串_模拟_排序,60626,algebra,1
35396365,70363,,46845,171,0,413,字符串,14563,algebra,1
35374883,70363,,46851,173,0,413_534,字符串_模拟,61882,algebra,1
35397132,70363,,46854,174,1,413_534_537,字符串_模拟_搜索,17407,algebra,1
35381598,70363,,46854,174,0,413_534_537,字符串_模拟_搜索,65380,algebra,1
35480167,70363,,46860,176,1,487_535,数组_递归,18066,algebra,1
35304593,70363,,46899,189,0,487,数组,35655,algebra,0
35383524,70363,,46914,194,1,543,循环结构,21831,algebra,1
35304037,70363,,46923,197,0,543,循环结构,20671,algebra,1
35304325,70363,,46926,198,0,543,循环结构,13562,algebra,1
35304970,70363,,46929,199,1,543_534_413,循环结构_模拟_字符串,69655,algebra,1
35383084,70363,,46935,201,1,543_534,循环结构_模拟,31097,algebra,1
35377823,70363,,46938,202,0,543,循环结构,24171,algebra,1
35378901,70363,,46950,206,1,543_534_413,循环结构_模拟_字符串,59905,algebra,1
32835180,70677,,46794,154,1,533_536_543_539_536,函数与结构体_质数_循环结构_素数_质数,46319,algebra,1
33748701,70677,,46797,155,0,533_537_536,函数与结构体_搜索_质数,67756,algebra,1
32835270,70677,,46812,160,1,413,字符串,37206,algebra,1
33749151,70677,,46812,160,1,413,字符串,20093,algebra,1
33749012,70677,,46815,161,1,413_534,字符串_模拟,25628,algebra,1
32835244,70677,,46824,164,1,413_534,字符串_模拟,33293,algebra,1
33748048,70677,,46824,164,1,413_534,字符串_模拟,136197,algebra,1
33748398,70677,,46833,167,1,413_534_540,字符串_模拟_枚举,49740,algebra,1
33748620,70677,,46854,174,1,413_534_537,字符串_模拟_搜索,25897,algebra,1
33749069,70677,,46872,180,1,487,数组,21953,algebra,1
32835201,70677,,46971,213,1,543_534_540,循环结构_模拟_枚举,80142,algebra,1
28189674,70707,,8463,122,1,529_525,浮点数_顺序结构,15267,algebra,1
32891387,70707,,46803,157,1,533_538,函数与结构体_排列组合,11136,algebra,1
32891289,70707,,46824,164,1,413_534,字符串_模拟,374610,algebra,1
32891259,70707,,46830,166,1,413_534,字符串_模拟,90400,algebra,1
32891375,70707,,46863,177,1,487,数组,16123,algebra,1
30404642,70729,,8462,121,1,529_525,浮点数_顺序结构,53484,algebra,1
33533357,70729,,8463,122,1,529_525,浮点数_顺序结构,34927,algebra,1
33748423,70729,,46929,199,0,543_534_413,循环结构_模拟_字符串,40053,algebra,1
34893556,70732,,43199,152,0,533,函数与结构体,17108,choose_1,3
32627371,70736,,8462,121,1,529_525,浮点数_顺序结构,118524,algebra,1
31998790,70740,,8462,121,0,529_525,浮点数_顺序结构,58113,algebra,1
32073733,70740,,43199,152,0,533,函数与结构体,11113,choose_1,4
26428375,70740,,46866,178,0,487_534,数组_模拟,98340,algebra,1
32626314,70746,,43199,152,1,533,函数与结构体,19688,choose_1,1
32261678,70872,,46797,155,0,533_537_536,函数与结构体_搜索_质数,34219,algebra,1
30317765,70872,,46800,156,0,533,函数与结构体,590366,algebra,0
32261950,70872,,46803,157,1,533_538,函数与结构体_排列组合,16547,algebra,1
32256279,70872,,46812,160,0,413,字符串,29469,algebra,0
30319164,70872,,46836,168,1,413_534,字符串_模拟,21452,algebra,1
30319139,70872,,46839,169,1,413_534,字符串_模拟,16873,algebra,1
30319110,70872,,46866,178,1,487_534,数组_模拟,17852,algebra,1
32261867,70872,,46884,184,1,487_413,数组_字符串,23578,algebra,1
32262001,70872,,46902,190,0,487_534,数组_模拟,20359,algebra,1
31126952,70874,,43199,152,1,533,函数与结构体,30093,choose_1,1
22865656,71066,,46821,163,0,413_534,字符串_模拟,35688,algebra,1
22866643,71066,,46824,164,1,413_534,字符串_模拟,42297,algebra,1
22866059,71066,,46848,172,0,413_534,字符串_模拟,20922,algebra,1
22866350,71066,,46854,174,0,413_534_537,字符串_模拟_搜索,38828,algebra,1
22864833,71066,,46860,176,0,487_535,数组_递归,22750,algebra,1
22863534,71066,,46908,192,0,487_534_413,数组_模拟_字符串,24328,algebra,1
22864204,71066,,46920,196,1,543,循环结构,23251,algebra,1
22862972,71066,,46941,203,1,543_536,循环结构_质数,61313,algebra,1
22859654,71066,,46953,207,0,543_534,循环结构_模拟,108517,algebra,1
22864353,71066,,46971,213,1,543_534_540,循环结构_模拟_枚举,32157,algebra,1
20432626,71826,,46800,156,1,533,函数与结构体,27125,algebra,1
20432537,71826,,46875,181,1,487,数组,44749,algebra,1
20432639,71829,,46800,156,0,533,函数与结构体,65314,algebra,0
20433291,71829,,46863,177,0,487,数组,129789,algebra,1
20432956,71829,,46920,196,0,543,循环结构,67111,algebra,1
20433103,71829,,46953,207,0,543_534,循环结构_模拟,52481,algebra,1
20421955,71873,,46842,170,0,413_534_541,字符串_模拟_排序,85561,algebra,1
35506826,71881,,46821,163,1,413_534,字符串_模拟,15912,algebra,1
35507338,71881,,46842,170,1,413_534_541,字符串_模拟_排序,14461,algebra,1
35506586,71881,,46845,171,0,413,字符串,65504,algebra,1
35507345,71881,,46851,173,1,413_534,字符串_模拟,13719,algebra,1
35506940,71881,,46935,201,1,543_534,循环结构_模拟,23952,algebra,1
35506807,71881,,46938,202,1,543,循环结构,37970,algebra,1
32793224,72059,,46872,180,1,487,数组,72292,algebra,1
32793256,72059,,46875,181,1,487,数组,41295,algebra,1
32480223,72378,,46836,168,1,413_534,字符串_模拟,20419,algebra,1
32480230,72378,,46881,183,1,487,数组,13553,algebra,1
20429211,73684,,46878,182,0,487_534_540,数组_模拟_枚举,28855,algebra,1
20428909,73684,,46950,206,1,543_534_413,循环结构_模拟_字符串,58632,algebra,1
20722516,74459,,46893,187,0,487_542,数组_进制,14445,algebra,1
20722576,74459,,46923,197,1,543,循环结构,13930,algebra,1
20722563,74459,,46962,210,1,11_70,Venn Diagram,15319,algebra,1
20722550,74459,,46965,211,1,543,循环结构,16785,algebra,1
32420310,75169,,43199,152,0,533,函数与结构体,13063,choose_1,2
32183835,75169,,46800,156,1,533,函数与结构体,25656,algebra,1
24109257,75169,,46806,158,1,533,函数与结构体,17836,algebra,1
32183816,75169,,46827,165,0,413,字符串,76114,algebra,1
32829614,75169,,46830,166,0,413_534,字符串_模拟,30701,algebra,1
32829668,75169,,46833,167,1,413_534_540,字符串_模拟_枚举,13288,algebra,1
32183861,75169,,46836,168,1,413_534,字符串_模拟,27887,algebra,1
24109206,75169,,46845,171,1,413,字符串,37385,algebra,1
32829634,75169,,46851,173,1,413_534,字符串_模拟,18345,algebra,1
32183868,75169,,46854,174,1,413_534_537,字符串_模拟_搜索,15497,algebra,1
32829644,75169,,46872,180,1,487,数组,9845,algebra,1
32829675,75169,,46872,180,1,487,数组,7042,algebra,1
32829652,75169,,46938,202,1,543,循环结构,17627,algebra,1
32183844,75169,,46956,208,1,543,循环结构,25823,algebra,1
32183850,75169,,46968,212,1,543,循环结构,30895,algebra,1
29399635,75361,,8463,122,1,529_525,浮点数_顺序结构,58297,algebra,1
20427620,75361,,46971,213,0,543_534_540,循环结构_模拟_枚举,22063,algebra,0
34260897,77902,,46836,168,0,413_534,字符串_模拟,70277,algebra,1
34261117,77902,,46896,188,0,487,数组,18261,algebra,0
22867296,77960,,46794,154,0,533_536_543_539_536,函数与结构体_质数_循环结构_素数_质数,255095,algebra,0
22865915,77960,,46818,162,0,413_539_536,字符串_素数_质数,210642,algebra,0
22863322,77960,,46839,169,0,413_534,字符串_模拟,199189,algebra,0
22865305,77960,,46857,175,0,487,数组,61219,algebra,0
22849044,77962,,46887,185,0,487_534_540,数组_模拟_枚举,48702,algebra,1
22848442,77967,,46878,182,0,487_534_540,数组_模拟_枚举,63389,algebra,1
28107316,78073,,46818,162,1,413_539_536,字符串_素数_质数,15855,algebra,1
28183499,78073,,46830,166,1,413_534,字符串_模拟,161325,algebra,1
28183900,78073,,46851,173,1,413_534,字符串_模拟,20433,algebra,1
28107272,78073,,46854,174,1,413_534_537,字符串_模拟_搜索,30886,algebra,1
28107130,78073,,46890,186,0,487_540,数组_枚举,84541,algebra,1
28107301,78073,,46956,208,1,543,循环结构,22050,algebra,1
22995361,78154,,2218,119,1,528,字符转换,51379,choose_1,1
22995799,78154,,12981,128,0,531,分支结构,72063,algebra,1
22947759,78154,,13080,129,0,531_499,分支结构_整数,211244,fill_in_1,1
22995463,78154,,13130,130,1,531,分支结构,183635,choose_1,1
22994340,78154,,13297,133,1,531_529_413,分支结构_浮点数_字符串,46788,choose_1,1
22949511,78154,,14602,143,0,531,分支结构,125718,choose_1,1
22946887,78154,,31460,148,0,533,函数与结构体,72466,choose_1,1
23091189,78157,,12813,124,1,525_413,顺序结构_字符串,38538,fill_in_1,1
23091237,78157,,13297,133,1,531_529_413,分支结构_浮点数_字符串,20732,choose_1,1
22945599,78157,,13409,135,1,531,分支结构,136213,choose_1,1
23091253,78157,,13513,137,1,531,分支结构,122907,choose_1,1
22949412,78158,,810,114,0,525,顺序结构,35400,choose_1,1
23169486,78158,,1080,116,1,526,大整数加法,9078,choose_1,1
22946621,78158,,12470,123,0,525_413,顺序结构_字符串,275954,choose_1,1
23169377,78158,,12949,126,1,525_529,顺序结构_浮点数,75203,choose_1,1
23169499,78158,,13297,133,1,531_529_413,分支结构_浮点数_字符串,33954,choose_1,1
23169404,78158,,14443,138,0,531,分支结构,35547,algebra,0
23169393,78158,,14749,144,1,531,分支结构,37031,choose_1,1
23177162,78158,,15142,145,1,533,函数与结构体,103625,algebra,1
21588775,78158,,42492,151,0,533,函数与结构体,54110,algebra,2
23082772,78160,,13249,132,1,531_413,分支结构_字符串,166433,choose_1,1
23082895,78160,,14443,138,1,531,分支结构,217480,algebra,1
23082262,78160,,31460,148,1,533,函数与结构体,531064,choose_1,1
23082612,78160,,35857,150,0,533_534_535,函数与结构体_模拟_递归,84116,choose_1,1
23077982,78161,,86,112,0,524,程序编写,17921,fill_in_1,1
23132855,78161,,810,114,0,525,顺序结构,43860,choose_1,1
23456367,78161,,12949,126,0,525_529,顺序结构_浮点数,102018,choose_1,1
23132410,78161,,12978,127,0,525_499,顺序结构_整数,67391,fill_in_1,1
23131761,78161,,12981,128,0,531,分支结构,50078,algebra,1
23457497,78161,,13297,133,1,531_529_413,分支结构_浮点数_字符串,147961,choose_1,1
23133211,78161,,14443,138,0,531,分支结构,90141,algebra,1
23457306,78161,,14449,139,0,531,分支结构,44322,choose_1,1
23078042,78161,,14454,140,0,531,分支结构,42391,choose_1,1
23077912,78161,,14468,141,0,531,分支结构,22469,choose_1,1
23457056,78161,,14602,143,0,531,分支结构,57389,choose_1,1
23458059,78161,,15142,145,1,533,函数与结构体,321043,algebra,1
23456821,78161,,31460,148,1,533,函数与结构体,84976,choose_1,1
23457200,78163,,86,112,1,524,程序编写,27172,fill_in_1,1
23457381,78163,,12949,126,0,525_529,顺序结构_浮点数,143706,choose_1,1
23458161,78163,,13305,134,0,531_532,分支结构_数字排序,72271,choose_1,1
23458783,78163,,14468,141,0,531,分支结构,14661,choose_1,1
21278101,78163,,44718,153,1,533,函数与结构体,21491,algebra,1
22946911,78164,,22756,147,1,533,函数与结构体,85697,choose_1,1
22946314,78164,,31460,148,1,533,函数与结构体,50642,choose_1,1
23075684,78166,,2218,119,1,528,字符转换,254123,choose_1,1
23075247,78166,,13152,131,1,531_413,分支结构_字符串,708857,choose_1,1
23025044,78167,,1080,116,0,526,大整数加法,83875,choose_1,1
23025098,78167,,13080,129,0,531_499,分支结构_整数,74000,fill_in_1,1
22940951,78167,,15142,145,0,533,函数与结构体,136265,algebra,1
23010530,78168,,13305,134,0,531_532,分支结构_数字排序,71234,choose_1,1
23142904,78169,,12865,125,0,525,顺序结构,93692,fill_in_1,1
23142817,78169,,12949,126,0,525_529,顺序结构_浮点数,94699,choose_1,1
23142981,78169,,22062,146,0,533,函数与结构体,67456,choose_1,1
23142795,78169,,32558,149,0,533_534_535,函数与结构体_模拟_递归,63726,algebra,4
23020384,78173,,12981,128,0,531,分支结构,209745,algebra,1
22948988,78174,,1254,118,1,527,输入输出Scanner,31897,fill_in_1,1
21302237,78174,,42492,151,1,533,函数与结构体,99125,algebra,1
23458023,78175,,13080,129,0,531_499,分支结构_整数,34753,fill_in_1,1
22949836,78175,,13152,131,0,531_413,分支结构_字符串,168352,choose_1,1
23014794,78175,,13432,136,1,531,分支结构,10371,choose_1,1
22947164,78175,,14454,140,0,531,分支结构,184664,choose_1,1
22949077,78175,,14749,144,0,531,分支结构,18075,choose_1,1
23457129,78175,,22062,146,1,533,函数与结构体,255031,choose_1,1
22950946,78176,,86,112,0,524,程序编写,82199,fill_in_1,1
23456909,78176,,22756,147,0,533,函数与结构体,104343,choose_1,0
26432698,78178,,252,113,1,525,顺序结构,12766,algebra,1
25567837,78178,,849,115,1,413,字符串,11518,choose_1,1
25567175,78178,,1085,117,0,525,顺序结构,42539,choose_1,1
23759488,78178,,1254,118,0,527,输入输出Scanner,36406,fill_in_1,0
22948313,78178,,2218,119,0,528,字符转换,124494,choose_1,1
25567634,78178,,12813,124,0,525_413,顺序结构_字符串,50988,fill_in_1,0
22950082,78178,,12949,126,0,525_529,顺序结构_浮点数,70994,choose_1,1
22947223,78178,,12978,127,0,525_499,顺序结构_整数,48575,fill_in_1,1
26432770,78178,,12981,128,0,531,分支结构,17645,algebra,0
23759321,78178,,13249,132,0,531_413,分支结构_字符串,4253,choose_1,1
26432628,78178,,13409,135,0,531,分支结构,30654,choose_1,1
22947031,78178,,13432,136,0,531,分支结构,5115,choose_1,1
23759195,78178,,14443,138,0,531,分支结构,72401,algebra,1
23458232,78178,,15142,145,0,533,函数与结构体,9665,algebra,0
22947929,78178,,32558,149,0,533_534_535,函数与结构体_模拟_递归,40384,algebra,2
25568039,78178,,35857,150,0,533_534_535,函数与结构体_模拟_递归,66644,choose_1,1
22983764,78184,,86,112,1,524,程序编写,2727,fill_in_1,1
24470415,78184,,1080,116,1,526,大整数加法,54230,choose_1,1
24470933,78184,,2218,119,0,528,字符转换,55261,choose_1,1
24469533,78184,,12865,125,0,525,顺序结构,40886,fill_in_1,0
23641549,78184,,13130,130,0,531,分支结构,72389,choose_1,1
24470292,78184,,13297,133,1,531_529_413,分支结构_浮点数_字符串,29811,choose_1,1
23070063,78184,,13305,134,1,531_532,分支结构_数字排序,74394,choose_1,1
22983614,78184,,14443,138,0,531,分支结构,7515,algebra,1
23648415,78184,,14449,139,0,531,分支结构,273002,choose_1,1
22983813,78184,,14454,140,0,531,分支结构,1552,choose_1,1
23648314,78184,,14468,141,0,531,分支结构,38381,choose_1,1
23648076,78184,,14602,143,0,531,分支结构,96343,choose_1,1
22984158,78184,,14749,144,1,531,分支结构,3167,choose_1,1
24468772,78184,,15142,145,1,533,函数与结构体,133483,algebra,1
23642338,78184,,22062,146,1,533,函数与结构体,47327,choose_1,1
22983967,78184,,32558,149,0,533_534_535,函数与结构体_模拟_递归,9388,algebra,2
28383567,78266,,1254,118,1,527,输入输出Scanner,72514,fill_in_1,1
22985798,78266,,13297,133,1,531_529_413,分支结构_浮点数_字符串,182945,choose_1,1
22986937,78266,,13432,136,0,531,分支结构,95878,choose_1,1
28383632,78266,,13513,137,0,531,分支结构,56231,choose_1,1
28383738,78266,,35857,150,0,533_534_535,函数与结构体_模拟_递归,59546,choose_1,1
21574245,78266,,42492,151,0,533,函数与结构体,15523,algebra,1
23015329,78267,,1254,118,1,527,输入输出Scanner,37945,fill_in_1,1
23015373,78267,,13297,133,1,531_529_413,分支结构_浮点数_字符串,109267,choose_1,1
23082856,78270,,86,112,0,524,程序编写,33157,fill_in_1,1
23138511,78270,,1080,116,1,526,大整数加法,131867,choose_1,1
23082797,78270,,2218,119,1,528,字符转换,96778,choose_1,1
23082580,78270,,4015,120,1,529_530,浮点数_数字反转,70737,choose_1,1
26932300,78270,,12865,125,0,525,顺序结构,44025,fill_in_1,0
26947202,78270,,13130,130,0,531,分支结构,129189,choose_1,1
23138803,78270,,13152,131,1,531_413,分支结构_字符串,145033,choose_1,1
26947306,78270,,13249,132,1,531_413,分支结构_字符串,35331,choose_1,1
23138632,78270,,13305,134,0,531_532,分支结构_数字排序,155620,choose_1,1
23138563,78270,,13513,137,0,531,分支结构,163201,choose_1,1
23083062,78270,,14468,141,0,531,分支结构,78250,choose_1,1
23004278,78272,,4015,120,0,529_530,浮点数_数字反转,35328,choose_1,1
23003320,78272,,13152,131,0,531_413,分支结构_字符串,130297,choose_1,1
23004246,78272,,13409,135,0,531,分支结构,3750,choose_1,1
23003734,78272,,14443,138,0,531,分支结构,91485,algebra,1
23003041,78272,,14749,144,0,531,分支结构,17234,choose_1,1
22986497,78273,,14454,140,0,531,分支结构,37263,choose_1,1
22986427,78274,,14454,140,0,531,分支结构,3645,choose_1,1
23046650,78276,,13130,130,0,531,分支结构,24828,choose_1,1
23046495,78276,,14602,143,1,531,分支结构,12578,choose_1,1
23778452,78277,,252,113,1,525,顺序结构,23564,algebra,1
23020184,78277,,1080,116,1,526,大整数加法,20471,choose_1,1
23094030,78277,,1254,118,1,527,输入输出Scanner,40136,fill_in_1,1
22986666,78277,,12949,126,0,525_529,顺序结构_浮点数,46926,choose_1,1
23094695,78277,,13249,132,1,531_413,分支结构_字符串,34585,choose_1,1
23094242,78277,,13409,135,0,531,分支结构,56773,choose_1,1
23093982,78277,,13432,136,1,531,分支结构,56254,choose_1,5
22986948,78277,,15142,145,1,533,函数与结构体,111962,algebra,1
23009629,78278,,1254,118,1,527,输入输出Scanner,100781,fill_in_1,1
23008881,78278,,12949,126,0,525_529,顺序结构_浮点数,331094,choose_1,1
23009471,78278,,13130,130,1,531,分支结构,207359,choose_1,1
23007201,78278,,14749,144,0,531,分支结构,158766,choose_1,1
21372883,78278,,42492,151,1,533,函数与结构体,113516,algebra,1
23010036,78280,,13152,131,1,531_413,分支结构_字符串,649337,choose_1,1
23009494,78280,,13249,132,1,531_413,分支结构_字符串,137477,choose_1,1
23010634,78280,,14449,139,1,531,分支结构,324147,choose_1,1
23010898,78280,,14602,143,1,531,分支结构,395428,choose_1,1
23009989,78280,,22756,147,1,533,函数与结构体,49884,choose_1,1
23235277,78281,,13249,132,0,531_413,分支结构_字符串,46944,choose_1,1
23235612,78281,,13409,135,1,531,分支结构,5400,choose_1,1
23235659,78281,,13513,137,1,531,分支结构,9134,choose_1,1
23236030,78281,,31460,148,1,533,函数与结构体,28015,choose_1,1
23134537,78282,,86,112,1,524,程序编写,7172,fill_in_1,1
23004393,78282,,810,114,1,525,顺序结构,144891,choose_1,1
23005045,78282,,1080,116,0,526,大整数加法,2610,choose_1,1
23004617,78282,,1254,118,1,527,输入输出Scanner,9953,fill_in_1,1
23134194,78282,,12470,123,1,525_413,顺序结构_字符串,516672,choose_1,1
23004639,78282,,12813,124,0,525_413,顺序结构_字符串,228407,fill_in_1,1
23076873,78282,,13080,129,0,531_499,分支结构_整数,106938,fill_in_1,1
23134381,78282,,13130,130,1,531,分支结构,246703,choose_1,1
23134456,78282,,13305,134,0,531_532,分支结构_数字排序,143500,choose_1,1
23076195,78282,,13432,136,1,531,分支结构,843203,choose_1,1
23005094,78282,,13513,137,0,531,分支结构,3797,choose_1,1
23077060,78282,,14602,143,0,531,分支结构,657015,choose_1,1
23076567,78282,,14749,144,0,531,分支结构,390250,choose_1,1
21681459,78282,,42492,151,1,533,函数与结构体,53328,algebra,1
22986130,78283,,810,114,0,525,顺序结构,64792,choose_1,1
23093854,78283,,14454,140,0,531,分支结构,120108,choose_1,1
22985633,78283,,14749,144,1,531,分支结构,77439,choose_1,1
23010338,78285,,1080,116,1,526,大整数加法,71390,choose_1,1
23139145,78285,,1085,117,1,525,顺序结构,50672,choose_1,1
23010834,78285,,12470,123,0,525_413,顺序结构_字符串,231688,choose_1,0
23010231,78285,,12865,125,0,525,顺序结构,141968,fill_in_1,1
23139246,78285,,12949,126,0,525_529,顺序结构_浮点数,32359,choose_1,1
23078904,78285,,13130,130,0,531,分支结构,13063,choose_1,0
23139326,78285,,13249,132,1,531_413,分支结构_字符串,63828,choose_1,1
23011578,78285,,13513,137,0,531,分支结构,86813,choose_1,0
23139229,78285,,14449,139,1,531,分支结构,17187,choose_1,1
23011094,78285,,14454,140,0,531,分支结构,9735,choose_1,0
23139063,78285,,14749,144,0,531,分支结构,6469,choose_1,0
23078763,78285,,22062,146,0,533,函数与结构体,109797,choose_1,0
23078517,78285,,31460,148,0,533,函数与结构体,30641,choose_1,1
23010497,78285,,32558,149,0,533_534_535,函数与结构体_模拟_递归,228829,algebra,6
23181759,78286,,1080,116,1,526,大整数加法,5735,choose_1,1
22992185,78286,,1254,118,1,527,输入输出Scanner,23421,fill_in_1,1
22991987,78286,,12813,124,0,525_413,顺序结构_字符串,25297,fill_in_1,1
23042850,78286,,12981,128,0,531,分支结构,48547,algebra,1
22992364,78286,,13152,131,0,531_413,分支结构_字符串,37859,choose_1,1
22992335,78286,,13409,135,0,531,分支结构,12906,choose_1,1
22992251,78286,,14749,144,0,531,分支结构,7328,choose_1,1
21681851,78356,,44718,153,1,533,函数与结构体,50485,algebra,1
21382261,78360,,42492,151,1,533,函数与结构体,24861,algebra,1
21125367,78367,,44718,153,1,533,函数与结构体,54475,algebra,1
21147622,78368,,42492,151,1,533,函数与结构体,33712,algebra,1
22946574,78385,,14560,142,0,531,分支结构,55710,algebra,1
23074653,78572,,252,113,0,525,顺序结构,122519,algebra,2
23075950,78572,,12865,125,0,525,顺序结构,226383,fill_in_1,1
23075901,78572,,13152,131,1,531_413,分支结构_字符串,153380,choose_1,1
23075498,78572,,14602,143,0,531,分支结构,184503,choose_1,1
22984623,78595,,12470,123,1,525_413,顺序结构_字符串,102793,choose_1,1
22983315,78595,,12981,128,0,531,分支结构,112444,algebra,1
22981996,78595,,13249,132,1,531_413,分支结构_字符串,85055,choose_1,1
22980762,78595,,14449,139,0,531,分支结构,76528,choose_1,1
22980439,78595,,32558,149,0,533_534_535,函数与结构体_模拟_递归,71174,algebra,2
32811038,78673,,43199,152,0,533,函数与结构体,8067,choose_1,2
31394221,78673,,46794,154,0,533_536_543_539_536,函数与结构体_质数_循环结构_素数_质数,24344,algebra,1
31500056,78673,,46800,156,0,533,函数与结构体,3094,algebra,1
31500093,78673,,46818,162,1,413_539_536,字符串_素数_质数,7969,algebra,1
31500027,78673,,46854,174,0,413_534_537,字符串_模拟_搜索,96594,algebra,1
31500102,78673,,46857,175,1,487,数组,10406,algebra,1
31394463,78673,,46875,181,0,487,数组,23578,algebra,1
31500113,78673,,46878,182,1,487_534_540,数组_模拟_枚举,6531,algebra,1
31394118,78673,,46908,192,1,487_534_413,数组_模拟_字符串,20000,algebra,1
31394146,78673,,46932,200,1,543,循环结构,22641,algebra,1
31393692,78673,,46950,206,0,543_534_413,循环结构_模拟_字符串,76844,algebra,1
33164206,78675,,46794,154,0,533_536_543_539_536,函数与结构体_质数_循环结构_素数_质数,46281,algebra,1
30652933,78675,,46800,156,1,533,函数与结构体,90117,algebra,1
33164300,78675,,46809,159,1,533,函数与结构体,13039,algebra,1
33164189,78675,,46818,162,1,413_539_536,字符串_素数_质数,17258,algebra,1
20422158,78675,,46827,165,0,413,字符串,23016,algebra,1
30652189,78675,,46839,169,1,413_534,字符串_模拟,23159,algebra,1
26427153,78675,,46842,170,0,413_534_541,字符串_模拟_排序,16938,algebra,1
30652886,78675,,46845,171,1,413,字符串,28700,algebra,1
33164174,78675,,46854,174,1,413_534_537,字符串_模拟_搜索,10457,algebra,1
33164331,78675,,46869,179,1,487,数组,17462,algebra,1
33163836,78675,,46872,180,0,487,数组,337241,algebra,1
33164183,78675,,46875,181,1,487,数组,8051,algebra,1
26426689,78675,,46908,192,0,487_534_413,数组_模拟_字符串,11641,algebra,1
26427510,78675,,46911,193,1,487_534,数组_模拟,19266,algebra,1
33164311,78675,,46914,194,1,543,循环结构,17992,algebra,1
26426848,78675,,46920,196,0,543,循环结构,20001,algebra,1
30652213,78675,,46929,199,1,543_534_413,循环结构_模拟_字符串,10777,algebra,1
26427409,78675,,46935,201,1,543_534,循环结构_模拟,37891,algebra,1
26426602,78675,,46938,202,1,543,循环结构,26766,algebra,1
30652229,78675,,46941,203,1,543_536,循环结构_质数,79418,algebra,1
30652128,78675,,46947,205,0,543,循环结构,13833,algebra,1
26427053,78675,,46956,208,1,543,循环结构,22312,algebra,1
24973166,78704,,86,112,0,524,程序编写,27978,fill_in_1,1
23775022,78704,,810,114,0,525,顺序结构,21363,choose_1,0
24973924,78704,,12865,125,0,525,顺序结构,157433,fill_in_1,1
23776283,78704,,12981,128,0,531,分支结构,148550,algebra,1
23775392,78704,,13130,130,1,531,分支结构,174293,choose_1,1
23774510,78704,,13297,133,1,531_529_413,分支结构_浮点数_字符串,180478,choose_1,1
24975434,78704,,13305,134,0,531_532,分支结构_数字排序,34192,choose_1,1
20546348,78704,,14443,138,0,531,分支结构,32355,algebra,0
24970430,78704,,22062,146,0,533,函数与结构体,89135,choose_1,1
24971036,78704,,32558,149,0,533_534_535,函数与结构体_模拟_递归,38176,algebra,2
23773564,78704,,35857,150,0,533_534_535,函数与结构体_模拟_递归,32031,choose_1,1
24975180,78705,,810,114,0,525,顺序结构,5310,choose_1,1
